GeneName	3 Cell-line mixture-Bulk	3 Cell-line mixture-Bulk 2
AL033528.1	0.0	0.0
PAFAH2	1960.00168999999	1960.00168999999
RNU6-110P	0.0	0.0
SCARNA17	0.0	0.0
SCARNA18	0.0	0.0
EXTL1	94.00004	94.00004
SLC30A2	36.00004	36.00004
TRIM63	29.0	29.0
AL391650.1	0.0	0.0
PDIK1L	2521.0	2521.0
FAM110D	15.0	15.0
ZNF593	1733.6881	1733.6881
RP11-96L14.7	47.31104	47.31104
CNKSR1	3193.99543999999	3193.99543999999
CATSPER4	0.0	0.0
RP11-231P20.2	0.0	0.0
RP11-231P20.6	0.0	0.0
CEP85	6280.0012	6280.0012
RP11-231P20.5	0.0	0.0
SH3BGRL3	20048.089474	20048.089474
UBXN11	1745.86273	1745.86273
CD52	2.0	2.0
AIM1L	2921.99522	2921.99522
RP11-569G9.7	1.0	1.0
ZNF683	0.0	0.0
LIN28A	9.0	9.0
DHDDS	4897.99739	4897.99739
RP3-476K8.4	0.0	0.0
RP3-476K8.3	3.0	3.0
HMGN2	62615.4767	62615.4767
DPPA2P2	0.0	0.0
RPS6KA1	5860.00489	5860.00489
MIR1976	0.0	0.0
RN7SL679P	0.0	0.0
RNU7-29P	0.0	0.0
RP11-492M19.3	0.0	0.0
snoU13	0.0	0.0
RP4-785J1.1	0.0	0.0
RP5-968P14.2	55.0	55.0
ARID1A	15553.9995	15553.9995
PIGV	1107.00053	1107.00053
RN7SL165P	0.0	0.0
ZDHHC18	2752.99903	2752.99903
SFN	20648.0	20648.0
RP1-50O24.6	0.0	0.0
GPN2	2590.9989	2590.9989
GPATCH3	1032.7075	1032.7075
NUDC	10812.2717999999	10812.2717999999
NR0B2	3.0	3.0
KDF1	1591.0	1591.0
RP11-344H11.4	2.00292	2.00292
RP11-344H11.5	0.0	0.0
OSTCP2	1.0	1.0
TRNP1	3451.997	3451.997
FAM46B	1575.0	1575.0
FKSG62	0.0	0.0
SLC9A1	5542.00199999999	5542.00199999999
RP11-40H20.5	0.0	0.0
CHCHD3P3	69.3193	69.3193
NPM1P39	129.867	129.867
SNRPEP7	0.0	0.0
RP11-40H20.4	0.0	0.0
WDTC1	5259.999	5259.999
RP11-4K3__A.3	0.0	0.0
TMEM222	2964.00159999999	2964.00159999999
RNU6-48P	0.0	0.0
RP11-4K3__A.5	29.0043	29.0043
FO393419.1	0.0	0.0
SYTL1	2337.0002	2337.0002
MAP3K6	4096.0023	4096.0023
FCN3	1.0	1.0
CD164L2	10.0	10.0
RP1-144C9.2	0.0	0.0
GPR3	92.0	92.0
WASF2	16483.154	16483.154
RP4-752I6.1	0.0	0.0
RP1-159A19.4	0.0	0.0
AHDC1	3512.99578999999	3512.99578999999
FGR	2.0	2.0
RP1-159A19.3	31.2829	31.2829
RP11-288L9.1	0.0	0.0
IFI6	580.0004	580.0004
RP11-288L9.4	0.0	0.0
RNU6-949P	0.0	0.0
CHMP1AP1	0.0	0.0
RNU6-424P	0.0	0.0
FAM76A	706.7974	706.7974
RP3-426I6.2	5.0	5.0
RPEP3	0.0	0.0
STX12	3335.00142	3335.00142
RP3-426I6.5	0.0	0.0
AL020997.1	0.0	0.0
RP3-426I6.6	3.0	3.0
RNU6-1245P	0.0	0.0
PPP1R8	4411.85844	4411.85844
SCARNA1	0.0	0.0
AL109927.1	98.1392	98.1392
THEMIS2	56.0000299999999	56.0000299999999
RPA2	5163.99922	5163.99922
SMPDL3B	1445.59446999999	1445.59446999999
RP11-460I13.2	4.40553	4.40553
XKR8	790.923209999999	790.923209999999
EYA3	3135.00337	3135.00337
RP11-460I13.6	2.0	2.0
RN7SL559P	2.0	2.0
AL137792.1	0.0	0.0
SPCS2P4	618.461	618.461
RP5-1053E7.2	0.0	0.0
RP5-1053E7.3	0.0	0.0
RNU6-176P	0.0	0.0
PTAFR	618.9994	618.9994
DNAJC8	9440.9805	9440.9805
ATPIF1	7351.995	7351.995
RP5-1092A3.4	61.0	61.0
RP5-1092A3.5	0.0	0.0
SESN2	2120.0	2120.0
MED18	1184.00022	1184.00022
PHACTR4	5917.99846	5917.99846
RP1-308E4.1	0.0	0.0
RNU6ATAC27P	0.0	0.0
RCC1	12229.00627	12229.00627
SNHG3	3793.846	3793.846
SNORA73A	1.15758	1.15758
SNORA73B	17.0	17.0
PRDX3P2	2.0	2.0
RP4-669K10.8	118.0	118.0
TRNAU1AP	1354.99885	1354.99885
SNHG12	1190.99958999999	1190.99958999999
SNORD99	0.0	0.0
SNORA61	0.0	0.0
SNORA44	0.0	0.0
SNORA16A	0.0	0.0
TAF12	2488.99876999999	2488.99876999999
RAB42	17.0	17.0
RP11-442N24__B.1	13.99999	13.99999
RNU11	5.0	5.0
GMEB1	2048.00099999999	2048.00099999999
SCARNA24	0.0	0.0
YTHDF2	8666.84383	8666.84383
OPRD1	12.0	12.0
RP1-212P9.3	0.0	0.0
EPB41	3888.86842593	3888.86842593
RP4-604A21.1	0.0	0.0
TMEM200B	208.1332	208.1332
RP11-242O24.3	0.0	0.0
SRSF4	8903.00035	8903.00035
uc_338	61.50101	61.50101
MECR	1192.99966	1192.99966
RP11-467D18.2	0.0	0.0
PTPRU	4296.0012418082	4296.0012418082
AL645859.1	0.0	0.0
RP3-437I16.1	0.0	0.0
AL139151.1	0.0	0.0
RP11-810H18.1	0.0	0.0
AC092265.1	0.0	0.0
RP4-656G21.1	0.0	0.0
AL645944.1	0.0	0.0
RP11-179G8.1	0.0	0.0
RP11-111I12.1	0.0	0.0
RP5-893G23.1	0.0	0.0
RP3-357I16.1	0.0	0.0
RP4-591L5.1	0.0	0.0
RP4-591L5.2	0.0	0.0
MATN1	3.365902	3.365902
MATN1-AS1	124.63409	124.63409
LAPTM5	172.0	172.0
MIR4420	0.0	0.0
RP5-1125N11.1	1.0	1.0
RP1-65J11.1	6.0	6.0
RN7SKP91	0.0	0.0
RP1-65J11.5	0.0	0.0
SDC3	4467.9965	4467.9965
RN7SL371P	0.0	0.0
PUM1	9132.00377	9132.00377
RP11-201O14.1	0.0	0.0
RP11-201O14.2	0.0	0.0
SEPW1P	0.0	0.0
RP11-490K7.1	1.0	1.0
NKAIN1	290.9995	290.9995
SNRNP40	3632.9972	3632.9972
RP11-490K7.4	2.0	2.0
ZCCHC17	3241.0034	3241.0034
RP11-266K22.2	0.0	0.0
FABP3	78.0	78.0
SERINC2	1940.7498	1940.7498
AC114494.1	38.2473	38.2473
RP11-439L8.2	0.0	0.0
RNU6-40P	0.0	0.0
LINC01225	1.0	1.0
LINC01226	0.0	0.0
RP11-439L8.5	0.0	0.0
RP11-73M7.1	15.0	15.0
TINAGL1	5908.9993	5908.9993
HCRTR1	1.0	1.0
PEF1	4544.99835	4544.99835
RP11-73M7.6	1.0	1.0
RP11-73M7.9	0.0	0.0
COL16A1	2279.00382599999	2279.00382599999
BAI2	587.0004	587.0004
MIR4254	0.0	0.0
RP11-84A19.3	1.00903	1.00903
SPOCD1	985.990952	985.990952
RP11-84A19.2	0.0	0.0
RP11-84A19.4	0.0	0.0
PTP4A2	33732.30022	33732.30022
AL136115.1	0.0	0.0
RP4-534N18.2	0.0	0.0
KHDRBS1	26652.9899999999	26652.9899999999
RP11-277A4.4	0.0	0.0
TMEM39B	1776.0003	1776.0003
MIR5585	0.0	0.0
KPNA6	13717.66254	13717.66254
RP4-622L5.2	79.2896	79.2896
TXLNA	16093.97	16093.97
CCDC28B	209.00002	209.00002
RP4-622L5.7	9.75138	9.75138
IQCC	1124.248	1124.248
DCDC2B	3.34309	3.34309
TMEM234	775.65782	775.65782
EIF3I	21322.97285	21322.97285
MTMR9LP	426.999629999999	426.999629999999
FAM167B	287.0	287.0
LCK	1.0	1.0
HDAC1	14405.96581	14405.96581
MARCKSL1	25156.0	25156.0
RP4-811H24.9	2.0	2.0
TSSK3	83.0172	83.0172
FAM229A	367.982459	367.982459
BSDC1	7694.99707	7694.99707
GAPDHP20	0.0	0.0
RP11-395N6.4	0.0	0.0
LRRC37A12P	0.0	0.0
RN7SL122P	0.0	0.0
RP1-27O5.3	3.6807	3.6807
ZBTB8B	6.30811	6.30811
ZBTB8A	1760.011	1760.011
ZBTB8OS	2638.4717	2638.4717
RBBP4	25987.73967	25987.73967
SYNC	978.2307	978.2307
RP11-114B7.6	1.0	1.0
KIAA1522	31054.00407	31054.00407
YARS	15857.5268	15857.5268
S100PBP	3742.44477	3742.44477
FNDC5	86.000046	86.000046
HPCA	44.42705	44.42705
TMEM54	5261.5776	5261.5776
RNF19B	3618.002	3618.002
FKSG48	0.0	0.0
RP4-803A2.1	0.0	0.0
RP4-803A2.2	0.0	0.0
RP1-117O3.2	3.01451	3.01451
AK2	20212.0481	20212.0481
AZIN2	67.00004	67.00004
RP11-131M11.2	34.0	34.0
TRIM62	1569.99899	1569.99899
RP11-131M11.3	115.0	115.0
ZNF362	4981.99875	4981.99875
RP11-415J8.7	12.0	12.0
A3GALT2	0.0	0.0
RP11-415J8.3	85.95045	85.95045
PHC2	8107.05585576421	8107.05585576421
AL513327.1	0.0	0.0
RN7SKP16	2.0	2.0
RP11-415J8.5	2.0	2.0
AL138837.1	0.0	0.0
TLR12P	0.0	0.0
ZSCAN20	724.00052	724.00052
RP4-580O19.2	2.0	2.0
CSMD2	583.999436	583.999436
AL161643.1	0.0	0.0
HSPD1P14	0.0	0.0
HMGB4	0.0	0.0
CSMD2-AS1	0.0	0.0
RNA5SP42	0.0	0.0
C1orf94	7.0	7.0
AC115286.1	0.0	0.0
RP4-657M3.2	0.0	0.0
MIR552	0.0	0.0
SMIM12	3739.99801	3739.99801
GJB5	704.0	704.0
GJB4	22.4051	22.4051
RP1-34M23.5	1.59485	1.59485
AL121988.1	0.0	0.0
GJB3	1704.005	1704.005
GJA4	2.0	2.0
RP5-997D16.2	29.0	29.0
DLGAP3	66.999970782651	66.999970782651
RP11-244H3.1	68.9999699999999	68.9999699999999
RP11-244H3.4	732.192	732.192
ZMYM6NB	374.381	374.381
ZMYM6	2073.42626	2073.42626
RP11-248I9.2	0.0	0.0
ZMYM1	2662.99927	2662.99927
EFCAB14P1	2.02939	2.02939
SFPQ	44701.00351	44701.00351
ZMYM4	13138.6748999999	13138.6748999999
RN7SL503P	0.0	0.0
SNORA62	0.0	0.0
RPL5P4	155.344	155.344
ZMYM4-AS1	6.31525	6.31525
KIAA0319L	7149.62922	7149.62922
RP4-728D4.3	0.0	0.0
NCDN	5571.36329999999	5571.36329999999
RP4-728D4.2	8.0	8.0
TFAP2E	145.0	145.0
PSMB2	24898.02	24898.02
C1orf216	1862.99782	1862.99782
CLSPN	6365.79704	6365.79704
RP11-435D7.3	10.1982	10.1982
AGO4	2697.0017	2697.0017
AGO1	7647.0	7647.0
RP4-789D17.4	0.0	0.0
RP4-789D17.3	0.0	0.0
RP4-789D17.5	12.0	12.0
AGO3	3307.99936	3307.99936
RP4-665N4.8	0.0	0.0
RP4-665N4.4	3.0	3.0
TEKT2	8.0	8.0
ADPRHL2	4656.0	4656.0
COL8A2	227.9995	227.9995
TRAPPC3	7015.00397999999	7015.00397999999
MAP7D1	11530.99487	11530.99487
RN7SL131P	0.0	0.0
THRAP3	26188.9922999999	26188.9922999999
UBE2V2P4	0.0	0.0
AL360074.1	0.0	0.0
SH3D21	1836.777	1836.777
EVA1B	691.54	691.54
RP11-268J15.5	533.682	533.682
STK40	4960.99710999999	4960.99710999999
LSM10	2854.99841	2854.99841
RNU4-27P	0.0	0.0
OSCP1	334.000169999999	334.000169999999
SNORA63	0.0	0.0
MRPS15	10430.9651	10430.9651
CSF3R	703.999482	703.999482
FTLP18	0.0	0.0
AL080286.1	0.0	0.0
RP4-614N24.1	0.0	0.0
GRIK3	66.0	66.0
AC117945.1	0.0	0.0
MIR4255	0.0	0.0
RNU6-636P	0.0	0.0
RP5-1180C18.1	0.0	0.0
RNA5SP43	0.0	0.0
RPS29P6	0.0	0.0
LINC01137	244.0	244.0
ZC3H12A	2565.0011	2565.0011
MIR6732	0.0	0.0
MEAF6	9618.00199999999	9618.00199999999
MIR5581	0.0	0.0
SNIP1	3103.00369999999	3103.00369999999
FTH1P1	0.0	0.0
RP3-423B22.5	3.16096	3.16096
DNALI1	107.0	107.0
GNL2	12512.0446799999	12512.0446799999
RSPO1	6.0	6.0
C1orf109	4564.9959724741	4564.9959724741
CDCA8	12892.0	12892.0
EPHA10	744.00005	744.00005
ACTN4P2	0.0	0.0
RP11-109P14.2	0.0	0.0
MANEAL	5104.09499999999	5104.09499999999
RP11-109P14.9	231.908	231.908
YRDC	2798.67	2798.67
C1orf122	4975.33199999999	4975.33199999999
MTF1	6397.0036	6397.0036
RP11-109P14.8	0.0	0.0
RP11-109P14.10	0.0	0.0
INPP5B	2270.99649	2270.99649
RNU6-584P	0.0	0.0
SF3A3	22110.9326	22110.9326
RNU6-510P	0.0	0.0
FHL3	1628.9962	1628.9962
UTP11L	7835.9941	7835.9941
POU3F1	6.0	6.0
RP5-884C9.2	1.0	1.0
RP5-884C9.3	0.0	0.0
MIR3659	0.0	0.0
LINC01343	9.0	9.0
RP11-329N22.2	0.0	0.0
RNU6-753P	0.0	0.0
RP11-329N22.1	0.0	0.0
RP11-334L9.1	4.09468	4.09468
RRAGC	5617.6654	5617.6654
RP5-864K19.7	4.93784	4.93784
RP5-864K19.4	45.6937	45.6937
MYCBP	6217.232	6217.232
RP5-864K19.6	45.989	45.989
GJA9	41.1466999999999	41.1466999999999
RHBDL2	1983.331	1983.331
RNU6-605P	0.0	0.0
EIF1P2	0.0	0.0
AKIRIN1	10607.9939999999	10607.9939999999
NDUFS5	20243.99	20243.99
MACF1	35747.9765599999	35747.9765599999
RNU6-608P	0.0	0.0
RNA5SP44	0.0	0.0
RP11-416A14.1	0.0	0.0
RP11-420K8.1	0.0	0.0
HSPE1P8	0.0	0.0
BMP8A	94.2454	94.2454
OXCT2P1	24.5926	24.5926
RP11-69E11.4	175.55225	175.55225
PPIEL	13.66	13.66
PABPC4	36970.7952199999	36970.7952199999
RP11-69E11.8	48.1843	48.1843
SNORA55	1.0	1.0
HEYL	100.0	100.0
RP1-144F13.3	0.0	0.0
NT5C1A	1.0	1.0
HPCAL4	4.0	4.0
PPIE	7268.78457	7268.78457
RP1-144F13.4	0.0	0.0
RNU7-121P	0.0	0.0
BMP8B	1195.7575	1195.7575
OXCT2	23.4074	23.4074
RP1-118J21.25	29.0	29.0
RP1-118J21.24	0.0	0.0
TRIT1	2079.00009999999	2079.00009999999
MYCL	374.462099999999	374.462099999999
RP1-118J21.5	3.5382	3.5382
MFSD2A	240.00045	240.00045
RP3-342P20.2	4.01718	4.01718
CAP1	52640.40364	52640.40364
PPT1	26425.04192	26425.04192
RP11-115D7.3	356.0	356.0
RLF	6220.0	6220.0
RNU6-1237P	0.0	0.0
TMCO2	0.0	0.0
RP1-39G22.7	750.0	750.0
ZMPSTE24	15308.9617	15308.9617
RP1-39G22.4	3.0	3.0
COL9A2	830.999738	830.999738
RP1-228H13.1	2.00678	2.00678
SMAP2	5711.997	5711.997
RP1-228H13.2	0.0	0.0
ZFP69B	674.9999	674.9999
RP1-228H13.5	578.0	578.0
RP11-656D10.7	36.0	36.0
ZFP69	929.00042	929.00042
RP11-656D10.3	25.0	25.0
EXO5	2026.3261	2026.3261
RP11-656D10.5	1.53097	1.53097
RP11-656D10.6	8.14173	8.14173
ZNF684	715.99952	715.99952
RP1-63P18.2	0.0	0.0
GTF2F2P2	0.0	0.0
RIMS3	3707.99581999999	3707.99581999999
RP4-739H11.3	1.0	1.0
NFYC-AS1	120.366	120.366
NFYC	9775.63546	9775.63546
MIR30E	0.0	0.0
MIR30C1	0.0	0.0
KCNQ4	203.0004	203.0004
RN7SL326P	0.0	0.0
CITED4	6166.0	6166.0
RP5-1066H13.4	0.0	0.0
RP11-348A7.1	0.0	0.0
AL391730.1	0.0	0.0
UBE2V1P8	0.0	0.0
CTPS1	14169.0104	14169.0104
AL391730.2	0.0	0.0
SLFNL1-AS1	104.397	104.397
SLFNL1	89.7192	89.7192
SCMH1	6078.88219999999	6078.88219999999
RP4-635E8.1	0.0	0.0
RP11-399E6.1	2.0	2.0
RP11-399E6.2	0.0	0.0
AC093151.2	0.0	0.0
FOXO6	1548.0	1548.0
RP11-399E6.4	2.0	2.0
RNA5SP45	0.0	0.0
EDN2	1336.00378	1336.00378
HIVEP3	3095.99959999999	3095.99959999999
RP11-486B10.3	0.0	0.0
RP11-486B10.4	91.0	91.0
AL451006.1	0.0	0.0
HNRNPFP1	1.0	1.0
RP11-319C21.1	0.0	0.0
GUCA2B	1.0	1.0
GUCA2A	2.0	2.0
FOXJ3	9095.00017	9095.00017
RP11-223A3.1	3.0	3.0
RIMKLA	255.99989	255.99989
RP11-157D18.2	0.0	0.0
ZMYND12	40.2364199999999	40.2364199999999
PPCS	5398.14196	5398.14196
CCDC30	202.615665	202.615665
RP11-163G10.2	0.0	0.0
TMSB4XP1	3.72251	3.72251
RNU6-536P	0.0	0.0
RP11-163G10.4	2.0	2.0
PPIH	4110.00388999999	4110.00388999999
RP5-994D16.3	13.0	13.0
YBX1	118933.745	118933.745
CLDN19	1.0	1.0
P3H1	3668.9964	3668.9964
C1orf50	994.00025	994.00025
RP5-994D16.9	43.0	43.0
RP5-994D16.11	5.0	5.0
CCDC23	947.9996	947.9996
ERMAP	1879.2764	1879.2764
RP11-342M1.3	33.7212	33.7212
ZNF691	733.9993	733.9993
RP11-342M1.7	0.0	0.0
RP11-342M1.6	0.0	0.0
ATP6V1E1P1	1.00403	1.00403
SLC2A1	18551.94246	18551.94246
SLC2A1-AS1	58.0744	58.0744
RNU6-880P	0.0	0.0
RP3-393B19.1	0.0	0.0
FAM183A	34.00005	34.00005
EBNA1BP2	14555.00928	14555.00928
CFAP57	88.95847	88.95847
RNA5SP46	0.0	0.0
TMEM125	1700.9967	1700.9967
C1orf210	1097.9974	1097.9974
TIE1	2.999999	2.999999
MPL	7.0	7.0
RP1-92O14.3	44.0	44.0
CDC20	24914.7787	24914.7787
ELOVL1	9171.99693	9171.99693
MIR6734	0.0	0.0
MED8	4319.8847	4319.8847
RP1-92O14.6	16.1174	16.1174
SZT2	4224.85434	4224.85434
SZT2-AS1	6.18454	6.18454
MIR6735	0.0	0.0
HYI	1721.9574	1721.9574
HYI-AS1	1.0	1.0
PTPRF	73556.0178399999	73556.0178399999
KDM4A	8144.58158	8144.58158
KDM4A-AS1	81.4191	81.4191
ST3GAL3	1685.999821142	1685.999821142
RP11-184I16.4	0.0	0.0
RP11-184I16.3	0.0	0.0
SHMT1P1	3.02871	3.02871
ARTN	1328.00005	1328.00005
RP11-7O11.3	16.0	16.0
IPO13	6398.00043	6398.00043
DPH2	5254.99559999999	5254.99559999999
ATP6V0B	8033.00192	8033.00192
B4GALT2	6370.99864	6370.99864
CCDC24	766.65422	766.65422
SLC6A9	4203.3509	4203.3509
RP5-1198O20.4	109.811806999999	109.811806999999
RP5-1198O20.5	0.0	0.0
KRT8P47	13.1887	13.1887
AL139220.1	0.0	0.0
RN7SL479P	0.0	0.0
KLF17	76.00003	76.00003
RP11-570P14.1	6.24901	6.24901
RP4-675G8.2	0.0	0.0
RP4-675G8.3	0.0	0.0
OOSP1P1	0.0	0.0
RP5-891H21.1	0.0	0.0
RP5-891H21.5	1.0	1.0
DMAP1	4320.0043	4320.0043
ERI3	5119.99641999999	5119.99641999999
ERI3-IT1	2.0	2.0
AL390776.1	0.0	0.0
RNU6-369P	0.0	0.0
RNF220	6758.3499	6758.3499
MIR5584	0.0	0.0
TMEM53	605.65398	605.65398
C1orf228	31.999994	31.999994
RNU5F-1	0.0	0.0
RNU5D-1	0.0	0.0
KIF2C	15357.5683999999	15357.5683999999
RP11-269F19.2	33.54134	33.54134
RPS8	64934.7401999999	64934.7401999999
SNORD55	0.0	0.0
SNORD46	0.0	0.0
SNORD38A	0.0	0.0
SNORD38B	0.0	0.0
RPS15AP11	3.01078	3.01078
BEST4	21.0	21.0
PLK3	994.9995	994.9995
TCTEX1D4	5.0	5.0
BTBD19	83.99997	83.99997
PTCH2	33.0	33.0
RNU5E-6P	0.0	0.0
RP5-882O7.1	0.0	0.0
EIF2B3	3068.00606	3068.00606
AL136380.1	0.0	0.0
RNA5SP47	0.0	0.0
CCNB1IP1P1	0.0	0.0
RP5-882O7.4	4.0	4.0
MRPS17P1	21.0	21.0
HECTD3	5994.00103	5994.00103
UROD	4105.00499959	4105.00499959
ZSWIM5	1577.0	1577.0
OSTCP5	1.0	1.0
AL592294.1	0.0	0.0
LINC01144	66.0	66.0
HPDL	339.0	339.0
MUTYH	1794.70285	1794.70285
TOE1	2744.3048	2744.3048
TESK2	653.0002	653.0002
RP11-291L19.1	0.0	0.0
CCDC163P	279.00038886914	279.00038886914
MMACHC	1232.7099	1232.7099
PRDX1	35667.27552	35667.27552
HMGB1P48	0.0	0.0
AKR1A1	4237.99645	4237.99645
AL355480.3	0.0	0.0
AL355480.1	0.0	0.0
NASP	16439.957698	16439.957698
AL355480.2	0.0	0.0
AL355480.4	0.0	0.0
CCDC17	50.99999	50.99999
GPBP1L1	9027.04147	9027.04147
RPS15AP10	3.0	3.0
RP11-767N6.2	17.0	17.0
TMEM69	1950.94999999999	1950.94999999999
IPP	973.0004	973.0004
RP11-767N6.7	24.0	24.0
RP11-630I5.1	5.01217	5.01217
MAST2	16724.94989	16724.94989
TMA16P2	0.0	0.0
PIK3R3	17404.0850289999	17404.0850289999
RP4-533D7.6	0.0	0.0
RP4-533D7.4	1.0	1.0
RP4-533D7.3	0.0	0.0
RP4-533D7.5	14.0	14.0
TSPAN1	3021.00062999999	3021.00062999999
RP11-322N21.2	0.0	0.0
AL672043.1	0.0	0.0
POMGNT1	8189.7942	8189.7942
LURAP1	24.2095	24.2095
RAD54L	4364.26318	4364.26318
LRRC41	7968.7409	7968.7409
UQCRH	16800.3442	16800.3442
NSUN4	3094.00422	3094.00422
RP4-603I14.3	0.0	0.0
FAAH	2437.00102	2437.00102
FAAHP1	6.0	6.0
AL137797.1	0.0	0.0
LINC01398	1.0	1.0
LINC00505	0.0	0.0
DMBX1	179.0	179.0
MKNK1-AS1	5.00207	5.00207
KNCN	0.0	0.0
MKNK1	3781.13216999999	3781.13216999999
MOB3C	1741.86	1741.86
ATPAF1	5883.00895	5883.00895
NENFP1	2.0	2.0
TEX38	5.0	5.0
EFCAB14-AS1	2.0	2.0
EFCAB14	15548.93148	15548.93148
RP11-8J9.5	0.0	0.0
CYP4B1	1603.99552	1603.99552
CYP4Z2P	310.636	310.636
RP11-346M5.1	18.0	18.0
CYP4A11	10.82504	10.82504
CYP4A26P	0.0	0.0
CYP4A43P	0.0	0.0
CYP4A27P	0.0	0.0
CYP4A44P	0.0	0.0
CYP4X1	3717.99613	3717.99613
CYP4Z1	793.3648	793.3648
RP11-184J23.2	0.0	0.0
CYP4A22-AS1	12.0	12.0
CYP4A22	20.17501	20.17501
MTND1P34	0.0	0.0
LINC00853	41.0	41.0
PDZK1IP1	2098.9998	2098.9998
TAL1	0.0	0.0
RP1-18D14.7	0.0	0.0
STIL	9745.0065	9745.0065
CMPK1	18300.99056	18300.99056
LINC01389	53.0	53.0
FOXE3	2.0	2.0
FOXD2-AS1	205.0	205.0
FOXD2	296.073	296.073
RP4-666O22.3	0.0	0.0
RPL21P24	0.0	0.0
AL356458.1	0.0	0.0
ATP6V0E1P4	0.0	0.0
AL591415.1	0.0	0.0
RP11-543D5.1	0.0	0.0
TRABD2B	162.1886	162.1886
RP11-543D5.2	4.81175	4.81175
RP11-330M19.1	6.0	6.0
RP4-683M8.2	0.0	0.0
RP11-193P11.3	0.0	0.0
CYP46A4P	0.0	0.0
SKINTL	0.0	0.0
AL356289.1	0.0	0.0
RP5-1024N4.2	0.0	0.0
SLC5A9	4.0	4.0
RP5-1024N4.4	0.0	0.0
AL109659.1	0.0	0.0
SPATA6	88.00000608	88.00000608
PPP1R8P1	0.0	0.0
RNU6-723P	0.0	0.0
RP11-329A14.1	20.0282	20.0282
RNU4-61P	0.0	0.0
RP11-329A14.2	0.0	0.0
AGBL4	1.0	1.0
BEND5	4.0	4.0
RP11-141A19.1	0.0	0.0
RP11-141A19.2	0.0	0.0
AGBL4-IT1	0.0	0.0
RP5-926E3.1	0.0	0.0
ZNF859P	0.0	0.0
AL645730.1	0.0	0.0
RP11-93G23.2	1.0	1.0
MTND2P29	0.0	0.0
ELAVL4	1.0	1.0
RP11-492I2.1	0.0	0.0
RP11-567C20.2	0.0	0.0
RP11-567C20.3	0.0	0.0
RP11-183G22.1	1.00081	1.00081
HMGB1P45	0.0	0.0
FCF1P6	1.00077	1.00077
DMRTA2	2.0	2.0
FAF1	10332.002	10332.002
RP5-850O15.3	0.0	0.0
RNU6-1026P	0.0	0.0
PHBP12	2.0	2.0
MRPS6P2	0.0	0.0
CDKN2C	4431.0039	4431.0039
MIR4421	0.0	0.0
MIR6500	0.0	0.0
C1orf185	0.0	0.0
CFL1P2	1.0	1.0
AL162430.1	0.0	0.0
LINC01562	3.0	3.0
RNF11	11725.9991	11725.9991
RP11-296A18.5	16.4603	16.4603
RP11-296A18.6	0.0	0.0
TTC39A	6737.30785999999	6737.30785999999
TTC39A-AS1	133.6947	133.6947
EPS15	8497.00188999999	8497.00188999999
RP11-275F13.3	6.0	6.0
RNU6-877P	0.0	0.0
RP11-253A20.1	1.0	1.0
RP11-191G24.1	18.0	18.0
RNU6-1281P	0.0	0.0
CALR4P	14.0	14.0
OSBPL9	14297.31673	14297.31673
GAPDHP51	0.0	0.0
SLC25A6P3	0.0	0.0
SNORA26	0.0	0.0
NRD1	24431.6398900508	24431.6398900508
RP4-657D16.3	49.0631299999999	49.0631299999999
RP4-657D16.6	1.0	1.0
MIR761	0.0	0.0
TSEN15P2	0.0	0.0
AL589663.1	0.0	0.0
RAB3B	3030.0	3030.0
RNA5SP48	0.0	0.0
RP11-91A18.1	0.0	0.0
RN7SL290P	0.0	0.0
TXNDC12	7941.27459	7941.27459
KTI12	1157.58	1157.58
RP11-91A18.4	8.14502	8.14502
TXNDC12-AS1	1.0	1.0
BTF3L4	8066.79403	8066.79403
ZFYVE9	3549.98701	3549.98701
RN7SL788P	0.0	0.0
AL139156.1	0.0	0.0
RP4-800M22.1	3.00297	3.00297
RP4-800M22.2	0.0	0.0
PDCL3P6	2.02581	2.02581
RP4-800M22.4	0.0	0.0
DNAJC19P7	0.0	0.0
ANAPC10P1	1.00752	1.00752
CC2D1B	5327.27745999999	5327.27745999999
RP11-155O18.6	9.73685	9.73685
PLA2G12AP1	27.3979	27.3979
ORC1	3826.997	3826.997
PRPF38A	10686.0	10686.0
ZCCHC11	5572.00069	5572.00069
RP11-25O10.2	0.0	0.0
EEF1GP7	0.0	0.0
GPX7	206.0	206.0
FAM159A	2.0	2.0
COA7	5356.001	5356.001
NDUFS5P3	0.0	0.0
RN7SL62P	0.0	0.0
ZYG11B	4594.997	4594.997
RNU2-30P	0.0	0.0
RPS13P2	187.376	187.376
RNU6-969P	0.0	0.0
ZYG11A	1208.9966	1208.9966
RP4-631H13.2	2.0	2.0
ECHDC2	3838.00074	3838.00074
RP4-631H13.6	9.80394	9.80394
RP4-631H13.4	0.0	0.0
SCP2	7549.8507	7549.8507
MIR1273F	0.0	0.0
MIR5095	0.0	0.0
MIR1273G	0.0	0.0
RP4-631H13.5	0.0	0.0
RP11-334A14.2	48.3157	48.3157
TUBBP10	14.5164	14.5164
AL445183.1	0.0	0.0
PODN	310.9998	310.9998
RP11-334A14.5	0.0	0.0
HIGD1AP11	0.0	0.0
SLC1A7	9.0	9.0
RP11-334A14.8	0.0	0.0
RP5-1024G6.9	0.0	0.0
CPT2	3742.5555	3742.5555
RP5-1024G6.2	45.8311	45.8311
C1orf123	2374.61703	2374.61703
